timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763950807,62.6,0,9,0.7,389.53,38,0.63,0.00,99.12,0.00,0
1763950810,62.6,0,9,0.7,389.53,38,15.85,0.00,72.86,0.00,0
1763950813,62.8,0,9,0.7,389.53,38,15.27,0.00,72.33,0.00,0
1763950816,62.9,0,9,0.7,389.53,38,15.16,0.00,73.38,0.00,0
1763950819,63.0,0,9,0.7,389.53,38,15.96,0.00,73.08,0.00,0
1763950823,63.1,0,9,0.7,389.53,38,16.35,0.00,72.71,0.00,0
1763950826,63.3,0,9,0.7,389.53,38,15.02,0.00,74.12,0.00,0
1763950829,63.4,0,9,0.7,389.53,38,16.02,0.00,72.77,0.00,0
1763950832,63.5,0,9,0.7,389.53,38,14.66,0.00,74.40,0.00,0
1763950835,63.7,0,9,0.7,389.53,38,15.65,0.00,73.99,0.00,0
1763950838,63.8,0,9,0.7,389.53,38,15.63,0.00,73.76,0.00,0
1763950841,63.9,0,9,0.7,389.53,38,16.76,0.00,72.66,0.00,0
1763950844,64.1,0,9,0.7,389.53,38,15.90,0.00,72.82,0.00,0
1763950847,64.2,0,9,0.7,389.53,38,15.57,0.00,72.65,0.00,0
1763950851,64.3,0,9,0.7,389.53,38,15.79,0.00,73.07,0.00,0
1763950854,64.4,0,9,0.7,389.53,38,15.66,0.00,73.39,0.00,0
1763950857,64.6,0,9,0.7,389.53,38,15.85,0.00,73.04,0.00,0
1763950860,64.7,0,9,0.7,389.53,38,15.90,0.00,72.26,0.00,0
1763950863,64.8,0,9,0.7,389.53,38,16.54,0.00,72.44,0.00,0
1763950866,65.0,0,9,0.7,389.53,38,15.95,0.00,72.95,0.00,0
