timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763951024,69.4,0,9,0.7,389.53,38,0.87,0.00,98.81,0.00,0
1763951028,69.4,0,9,0.7,389.53,38,16.54,0.00,73.68,0.00,0
1763951031,69.6,0,9,0.7,389.53,38,16.38,0.00,73.30,0.00,0
1763951034,69.7,0,9,0.7,389.53,38,16.25,0.00,72.99,0.00,0
1763951037,69.8,0,9,0.7,389.53,38,16.10,0.00,72.67,0.00,0
1763951040,69.9,0,9,0.7,389.53,38,16.71,0.00,72.30,0.00,0
1763951043,70.1,0,9,0.7,389.53,38,16.69,0.00,71.76,0.00,0
1763951046,70.2,0,9,0.7,389.53,38,16.45,0.00,72.77,0.00,0
1763951049,70.3,0,9,0.7,389.53,38,16.96,0.00,72.11,0.00,0
1763951052,70.4,0,9,0.7,389.53,38,14.92,0.00,74.98,0.00,0
1763951056,70.5,0,9,0.7,389.53,38,16.10,0.00,72.96,0.00,0
1763951059,70.7,0,9,0.7,389.53,38,17.70,0.00,71.49,0.00,0
1763951062,70.8,0,9,0.7,389.53,38,16.01,0.00,73.25,0.00,0
1763951065,70.9,0,9,0.7,389.53,38,16.65,0.00,72.67,0.00,0
1763951068,71.0,0,9,0.7,389.53,38,16.00,0.00,72.65,0.00,0
1763951071,71.1,0,9,0.7,389.53,38,15.75,0.00,72.96,0.00,0
1763951074,71.3,0,9,0.7,389.53,38,15.21,0.00,73.32,0.00,0
1763951077,71.4,0,9,0.7,389.53,38,15.72,0.00,73.74,0.00,0
1763951080,71.5,0,9,0.7,389.53,38,16.26,0.00,72.09,0.00,0
1763951084,71.6,0,9,0.7,389.53,38,14.98,0.00,74.58,0.00,0
