timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763950414,56.0,0,9,0.7,389.53,38,0.63,0.00,99.31,0.00,0
1763950417,56.0,0,9,0.7,389.53,38,16.17,0.00,77.09,0.00,0
1763950420,56.1,0,9,0.7,389.53,38,15.35,0.00,77.01,0.00,0
1763950423,56.3,0,9,0.7,389.53,38,15.37,0.00,77.89,0.00,0
1763950427,56.4,0,9,0.7,389.53,38,15.50,0.00,76.81,0.00,0
1763950430,56.5,0,9,0.7,389.53,38,15.53,0.00,78.21,0.00,0
1763950433,56.6,0,9,0.7,389.53,38,15.52,0.00,77.23,0.00,0
1763950436,56.7,0,9,0.7,389.53,38,15.62,0.00,76.74,0.00,0
1763950439,56.8,0,9,0.7,389.53,38,15.34,0.00,77.76,0.00,0
1763950442,56.9,0,9,0.7,389.53,38,16.35,0.00,77.18,0.00,0
1763950445,57.0,0,9,0.7,389.53,38,16.36,0.00,76.51,0.00,0
1763950448,57.1,0,9,0.7,389.53,38,16.65,0.00,76.81,0.00,0
1763950451,57.2,0,9,0.7,389.53,38,16.63,0.00,76.25,0.00,0
1763950455,57.3,0,9,0.7,389.53,38,15.61,0.00,77.52,0.00,0
1763950458,57.4,0,9,0.7,389.53,38,15.17,0.00,77.51,0.00,0
1763950461,57.5,0,9,0.7,389.53,38,15.83,0.00,77.18,0.00,0
1763950464,57.6,0,9,0.7,389.53,38,15.66,0.00,77.21,0.00,0
1763950467,57.7,0,9,0.7,389.53,38,15.54,0.00,77.33,0.00,0
1763950470,57.8,0,9,0.7,389.53,38,16.13,0.00,75.99,0.00,0
1763950473,57.9,0,9,0.7,389.53,38,15.76,0.00,77.45,0.00,0
