timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763950486,57.9,0,9,0.7,389.53,38,0.69,0.00,98.94,0.00,0
1763950489,57.9,0,9,0.7,389.53,38,15.58,0.00,76.56,0.00,0
1763950492,58.0,0,9,0.7,389.53,38,16.09,0.00,76.13,0.00,0
1763950496,58.1,0,9,0.7,389.53,38,16.06,0.00,76.97,0.00,0
1763950499,58.2,0,9,0.7,389.53,38,15.79,0.00,75.81,0.00,0
1763950502,58.3,0,9,0.7,389.53,38,16.50,0.00,76.51,0.00,0
1763950505,58.4,0,9,0.7,389.53,38,15.35,0.00,77.78,0.00,0
1763950508,58.5,0,9,0.7,389.53,38,15.44,0.00,78.06,0.00,0
1763950511,58.6,0,9,0.7,389.53,38,14.83,0.00,78.24,0.00,0
1763950514,58.7,0,9,0.7,389.53,38,16.55,0.00,77.78,0.00,0
1763950517,58.8,0,9,0.7,389.53,38,16.31,0.00,77.18,0.00,0
1763950520,58.9,0,9,0.7,389.53,38,16.14,0.00,77.73,0.00,0
1763950523,59.0,0,9,0.7,389.53,38,15.61,0.00,77.14,0.00,0
1763950527,59.1,0,9,0.7,389.53,38,15.31,0.00,78.36,0.00,0
1763950530,59.2,0,9,0.7,389.53,38,15.06,0.00,78.68,0.00,0
1763950533,59.3,0,9,0.7,389.53,38,15.97,0.00,76.49,0.00,0
1763950536,59.4,0,9,0.7,389.53,38,17.15,0.00,75.29,0.00,0
1763950539,59.5,0,9,0.7,389.53,38,14.29,0.00,78.33,0.00,0
1763950542,59.6,0,9,0.7,389.53,38,15.50,0.00,77.78,0.00,0
1763950545,59.7,0,9,0.7,389.53,38,14.95,0.00,79.03,0.00,0
