timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763948627,32.4,0,9,0.7,377.73,37,0.38,0.00,99.56,0.00,0
1763948630,32.5,0,9,0.7,377.73,37,14.83,0.00,78.79,0.00,0
1763948633,32.7,0,9,0.7,377.73,37,14.64,0.00,79.28,0.00,0
1763948636,32.9,0,9,0.7,377.73,37,15.13,0.00,78.82,0.00,0
1763948640,33.1,0,9,0.7,377.73,37,15.26,0.00,78.47,0.00,0
1763948643,33.3,0,9,0.7,377.73,37,14.95,0.00,78.08,0.00,0
1763948646,33.5,0,9,0.7,377.73,37,15.44,0.00,78.68,0.00,0
1763948649,33.7,0,9,0.7,377.73,37,15.32,0.00,78.83,0.00,0
1763948652,33.9,0,9,0.7,377.73,37,14.50,0.00,78.74,0.00,0
1763948655,34.1,0,9,0.7,377.73,37,14.55,0.00,78.78,0.00,0
1763948658,34.3,0,9,0.7,377.73,37,15.42,0.00,78.21,0.00,0
1763948661,34.5,0,9,0.7,377.73,37,14.61,0.00,78.60,0.00,0
1763948664,34.7,0,9,0.7,377.73,37,15.93,0.00,76.46,0.00,0
1763948667,34.9,0,9,0.7,377.73,37,15.60,0.00,78.14,0.00,0
1763948671,35.1,0,9,0.7,377.73,37,15.15,0.00,78.08,0.00,0
1763948674,35.3,0,9,0.7,377.73,37,15.34,0.00,77.66,0.00,0
1763948677,35.5,0,9,0.7,377.73,37,14.94,0.00,78.36,0.00,0
1763948680,35.7,0,9,0.7,377.73,37,15.04,0.00,78.42,0.00,0
1763948683,35.9,0,9,0.7,377.73,37,15.29,0.00,78.16,0.00,0
1763948686,36.1,0,9,0.7,377.73,37,15.36,0.00,77.80,0.00,0
