timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763950091,50.5,0,9,0.7,389.53,38,0.88,0.00,98.81,0.00,0
1763950094,50.5,0,9,0.7,389.53,38,15.74,0.00,76.14,0.00,0
1763950097,50.7,0,9,0.7,389.53,38,15.25,0.00,78.17,0.00,0
1763950100,50.8,0,9,0.7,389.53,38,17.12,0.00,75.81,0.00,0
1763950103,50.9,0,9,0.7,389.53,38,16.03,0.00,77.57,0.00,0
1763950106,51.0,0,9,0.7,389.53,38,16.00,0.00,77.07,0.00,0
1763950110,51.1,0,9,0.7,389.53,38,16.30,0.00,77.24,0.00,0
1763950113,51.2,0,9,0.7,389.53,38,16.28,0.00,77.03,0.00,0
1763950116,51.4,0,9,0.7,389.53,38,16.13,0.00,77.42,0.00,0
1763950119,51.5,0,9,0.7,389.53,38,15.64,0.00,78.24,0.00,0
1763950122,51.6,0,9,0.7,389.53,38,15.46,0.00,77.84,0.00,0
1763950125,51.7,0,9,0.7,389.53,38,15.53,0.00,77.09,0.00,0
1763950128,51.8,0,9,0.7,389.53,38,15.91,0.00,78.22,0.00,0
1763950131,51.9,0,9,0.7,389.53,38,16.44,0.00,76.65,0.00,0
1763950134,52.0,0,9,0.7,389.53,38,15.83,0.00,78.39,0.00,0
1763950138,52.2,0,9,0.7,389.53,38,15.57,0.00,78.55,0.00,0
1763950141,52.3,0,9,0.7,389.53,38,14.72,0.00,77.66,0.00,0
1763950144,52.4,0,9,0.7,389.53,38,15.84,0.00,77.04,0.00,0
1763950147,52.5,0,9,0.7,389.53,38,15.40,0.00,77.15,0.00,0
1763950150,52.6,0,9,0.7,389.53,38,14.81,0.00,78.69,0.00,0
