timestamp,server_cpu,server_mem_mb,server_threads,mysql_cpu,mysql_mem_mb,mysql_threads,system_cpu_user,system_cpu_system,system_cpu_idle,disk_read_kb,disk_write_kb
1763950019,48.3,0,9,0.7,389.53,38,0.69,0.00,99.06,0.00,0
1763950022,48.4,0,9,0.7,389.53,38,15.34,0.00,77.84,0.00,0
1763950025,48.5,0,9,0.7,389.53,38,15.72,0.00,77.90,0.00,0
1763950028,48.6,0,9,0.7,389.53,38,17.28,0.00,76.28,0.00,0
1763950031,48.7,0,9,0.7,389.53,38,16.12,0.00,77.39,0.00,0
1763950034,48.8,0,9,0.7,389.53,38,15.74,0.00,76.94,0.00,0
1763950038,49.0,0,9,0.7,389.53,38,16.26,0.00,75.58,0.00,0
1763950041,49.1,0,9,0.7,389.53,38,15.88,0.00,76.40,0.00,0
1763950044,49.2,0,9,0.7,389.53,38,16.03,0.00,77.44,0.00,0
1763950047,49.3,0,9,0.7,389.53,38,17.08,0.00,76.15,0.00,0
1763950050,49.5,0,9,0.7,389.53,38,16.06,0.00,76.48,0.00,0
1763950053,49.6,0,9,0.7,389.53,38,16.58,0.00,75.64,0.00,0
1763950056,49.7,0,9,0.7,389.53,38,15.48,0.00,77.49,0.00,0
1763950059,49.8,0,9,0.7,389.53,38,15.34,0.00,78.19,0.00,0
1763950062,49.9,0,9,0.7,389.53,38,16.46,0.00,77.49,0.00,0
1763950066,50.1,0,9,0.7,389.53,38,16.14,0.00,77.66,0.00,0
1763950069,50.2,0,9,0.7,389.53,38,16.13,0.00,77.81,0.00,0
1763950072,50.3,0,9,0.7,389.53,38,15.98,0.00,77.49,0.00,0
1763950075,50.4,0,9,0.7,389.53,38,15.99,0.00,75.86,0.00,0
1763950078,50.5,0,9,0.7,389.53,38,15.34,0.00,77.63,0.00,0
